Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Chromosome,WikiPathways,Gene Symbol,KEGG Pathways,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S3] F1: 127C, Sample","Found in Sample: [S2] F1: 127N, Sample","Found in Sample: [S5] F1: 128C, Sample","Found in Sample: [S4] F1: 128N, Sample","Found in Sample: [S7] F1: 129C, Sample","Found in Sample: [S6] F1: 129N, Sample","Found in Sample: [S9] F1: 130C, Sample","Found in Sample: [S8] F1: 130N, Sample","Found in Sample: [S10] F1: 131, Sample",# Protein Groups,Modifications
FALSE,High,Master Protein,P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6",0,FALSE,595.875,74,67,241,59,644,66,8.12,923.01,67,cell death;defense response;metabolic process;regulation of biological process;response to stimulus;transport,cytoskeleton;cytosol;extracellular;membrane;nucleus,catalytic activity;motor activity;protein binding;receptor activity;structural molecule activity,"Pf00038, Pf01576, Pf05103, Pf05957, Pf12128, Pf13166, Pf13514",3848,ENSG00000167768.4,12,Corticotropin-releasing hormone signaling pathway,KRT1,,Formation of the cornified envelope; Neutrophil degranulation,7,4,65889.1,39669.4,28235.6,41586.2,38700.6,38011.8,56050,26964.2,102569.7,140751.3,65889.1,35863.5,25636.2,29016.9,30777.4,15134.8,18533.7,5808.6,9412.6,13143,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q14204,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5,0,FALSE,581.525,32,136,176,136,4646,532.1,6.4,528.99,136,cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;extracellular;membrane;organelle lumen,catalytic activity;motor activity;nucleotide binding;protein binding;RNA binding,"Pf00769, Pf03028, Pf03915, Pf04156, Pf07246, Pf07728, Pf08385, Pf08393, Pf12774, Pf12775, Pf12777, Pf12780, Pf12781, Pf13173, Pf13207, Pf13401",1778,ENSG00000197102.10,14,,DYNC1H1,Salmonella infection; Vasopressin-regulated water reabsorption; Phagosome,COPI-independent Golgi-to-ER retrograde traffic; Regulation of PLK1 Activity at G2/M Transition; AURKA Activation by TPX2; Anchoring of the basal body to the plasma membrane; Recruitment of NuMA to mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Loss of Nlp from mitotic centrosomes; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Neutrophil degranulation; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; COPI-mediated anterograde transport; MHC class II antigen presentation; HSP90 chaperone cycle for steroid hormone receptors (SHR),50,0,29663.2,25817.1,30570.7,28379.7,30593.8,24010.6,17462.5,19593.4,19502.9,20966,29663.2,23340.3,27756.2,19802,24330.3,9560.1,5774.2,4220.7,1789.7,1957.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P13639,Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,0,FALSE,575.22,70,74,261,73,858,95.3,6.83,898.98,74,cell differentiation;cell proliferation;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;extracellular;membrane;nucleus;organelle lumen;ribosome,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00009, Pf00679, Pf03144, Pf03764, Pf14492",1938,ENSG00000167658.15,19,Translation Factors; AMP-activated Protein Kinase (AMPK) Signaling; Brain-Derived Neurotrophic Factor (BDNF) signaling pathway,EEF2,Oxytocin signaling pathway; AMPK signaling pathway,Peptide chain elongation; Protein methylation; Synthesis of diphthamide-EEF2; Neutrophil degranulation; Uptake and function of diphtheria toxin,20,1,52336.9,60626.9,62194.2,62305.6,64784,76765.6,86014,59530.7,19070.2,21811.8,52336.9,54810.4,56468.4,43474,51520.7,30565.1,28441.6,12823.9,1750,2036.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,0,FALSE,551.272,88,39,252,39,335,36,8.46,889.97,39,cell death;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,"Pf00044, Pf02800",2597,ENSG00000111640.14,12,Cori Cycle; Alzheimers Disease; Glycolysis and Gluconeogenesis; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,GAPDH,Glycolysis / Gluconeogenesis; HIF-1 signaling pathway; Metabolic pathways; Alzheimer's disease; Biosynthesis of amino acids; Carbon metabolism,Gluconeogenesis; Glycolysis,15,0,39484.3,47135.2,47215.4,49041.7,50073.9,55348.5,73475.5,65268.1,20533.9,20414.1,39484.3,42613.1,42868.6,34219,39822.2,22037.6,24295.6,14059.9,1884.4,1906.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P35908,"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2",0,FALSE,549.563,84,68,231,49,639,65.4,8,896.5,68,cell death;cell organization and biogenesis;cell proliferation;cellular component movement;metabolic process,cytoskeleton;cytosol;membrane;nucleus,protein binding;structural molecule activity,"Pf00038, Pf08614, Pf12128, Pf13166",3849,ENSG00000172867.3,12,,KRT2,,Formation of the cornified envelope,3,25,53874.7,36587.1,19684.5,31024,26605,35201.2,153878.8,34250.5,88522.3,246961.9,53874.7,33077,17872.3,21647.1,21158.2,14015.8,50882.1,7378.1,8123.5,23060.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P12270,Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,0,FALSE,534.339,45,104,137,104,2363,267.1,5.02,485.99,104,cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,chromosome;cytoplasm;cytoskeleton;membrane;nucleus,catalytic activity;motor activity;protein binding;RNA binding;structural molecule activity;transporter activity,"Pf00038, Pf01496, Pf01576, Pf02463, Pf03961, Pf04111, Pf05911, Pf07888, Pf07926, Pf09726, Pf12128, Pf13166, Pf13514",7175,ENSG00000047410.13,1,,TPR,Thyroid cancer; Pathways in cancer; RNA transport,Rev-mediated nuclear export of HIV RNA; ISG15 antiviral mechanism; NEP/NS2 Interacts with the Cellular Export Machinery; tRNA processing in the nucleus; Transcriptional regulation by small RNAs; Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC); Nuclear Pore Complex (NPC) Disassembly; Regulation of Glucokinase by Glucokinase Regulatory Protein; Vpr-mediated nuclear import of PICs; Regulation of HSF1-mediated heat shock response; snRNP Assembly; SUMOylation of DNA replication proteins; Transport of the SLBP independent Mature mRNA; SUMOylation of RNA binding proteins; Viral Messenger RNA Synthesis; SUMOylation of chromatin organization proteins; Nuclear import of Rev protein;  NS1 Mediated Effects on Host Pathways; Transport of Mature mRNA Derived from an Intronless Transcript; Transport of the SLBP Dependant Mature mRNA; Transport of Ribonucleoproteins into the Host Nucleus; Transport of Mature mRNA derived from an Intron-Containing Transcript; SUMOylation of DNA damage response and repair proteins,69,0,22068,20890.3,21665.6,23555.4,23636.7,25466.9,28961.6,28813.2,31362.6,23764.5,22068,18886.1,19671,16435.8,18797.5,10139.9,9576.5,6206.8,2878.1,2219.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y490,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3,0,FALSE,526.286,46,93,140,81,2541,269.6,6.07,511.13,93,cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport,cell surface;cytoplasm;cytoskeleton;cytosol;extracellular;membrane,protein binding;structural molecule activity,"Pf00373, Pf01608, Pf02174, Pf08913, Pf09141, Pf09379",7094,ENSG00000137076.20,9,Integrin-mediated Cell Adhesion; Primary Focal Segmental Glomerulosclerosis FSGS; Focal Adhesion,TLN1,Platelet activation; HTLV-I infection; Focal adhesion; Rap1 signaling pathway,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion; Signaling by BRAF and RAF fusions; MAP2K and MAPK activation; Smooth Muscle Contraction; XBP1(S) activates chaperone genes; GRB2:SOS provides linkage to MAPK signaling for Integrins ; Signaling by RAS mutants; Signaling by high-kinase activity BRAF mutants; Signaling by moderate kinase activity BRAF mutants; p130Cas linkage to MAPK signaling for integrins; Platelet degranulation ; Paradoxical activation of RAF signaling by kinase inactive BRAF; Interleukin-20 family signaling,43,13,21474.6,23418.7,22134.7,25857.1,22886.4,15553,12607.9,14309.8,14908.5,16888.7,21474.6,21172,20096.9,18041.9,18200.8,6192.6,4169,3082.6,1368.1,1577,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,0,FALSE,514.828,91,50,225,38,364,39.4,8.09,945.57,50,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;extracellular;membrane;nucleus;organelle lumen,catalytic activity;protein binding;RNA binding,Pf00274,226,ENSG00000149925.17,16,Glycolysis and Gluconeogenesis; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,ALDOA,Glycolysis / Gluconeogenesis; Carbon metabolism; Biosynthesis of amino acids; Fructose and mannose metabolism; Metabolic pathways; Pentose phosphate pathway; HIF-1 signaling pathway,Platelet degranulation ; Gluconeogenesis; Glycolysis; Neutrophil degranulation,21,14,32204.9,36718.6,34399.1,42482,37711.8,45901.9,65528,73670.3,64886.6,31363.2,32204.9,33195.9,31232.2,29642,29991,18276.4,21667.7,15869.8,5954.5,2928.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P07814,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5,0,FALSE,514.416,57,87,155,87,1512,170.5,7.33,561.07,87,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane,catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding,"Pf00458, Pf00587, Pf00749, Pf01406, Pf03129, Pf03950, Pf09180, Pf14497",2058,ENSG00000136628.17,1,Parkinsons Disease Pathway; Amino Acid metabolism,EPRS,Aminoacyl-tRNA biosynthesis; Metabolic pathways; Porphyrin and chlorophyll metabolism,tRNA modification in the nucleus and cytosol; Cytosolic tRNA aminoacylation; SeMet incorporation into proteins,16,0,51538.9,38280.1,39996.3,19648,27863.4,19571.6,15342.3,19338.3,18800.4,19702.2,51538.9,34607.5,36314.1,13709.4,22158.9,7792.6,5073.1,4165.8,1725.3,1839.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O75369,Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2,0,FALSE,502.868,48,100,141,90,2602,278,5.73,502.56,100,cell differentiation;cell organization and biogenesis;development;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,protein binding;RNA binding,"Pf00307, Pf00630",2317,ENSG00000136068.14,3,VEGFA-VEGFR2 Signaling Pathway,FLNB,Focal adhesion; Proteoglycans in cancer; MAPK signaling pathway; Salmonella infection,ISG15 antiviral mechanism,10,2,17884.7,20092.2,20771.2,22160,24476.3,25409.5,19776.8,18465.8,12930.9,12295.2,17884.7,18164.5,18858.9,15462.2,19465.2,10117.1,6539.4,3977.8,1186.6,1148.1,High,High,High,High,High,High,High,High,High,High,1,
