Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Chromosome,WikiPathways,Gene Symbol,KEGG Pathways,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S3] F1: 127C, Sample","Found in Sample: [S2] F1: 127N, Sample","Found in Sample: [S5] F1: 128C, Sample","Found in Sample: [S4] F1: 128N, Sample","Found in Sample: [S7] F1: 129C, Sample","Found in Sample: [S6] F1: 129N, Sample","Found in Sample: [S9] F1: 130C, Sample","Found in Sample: [S8] F1: 130N, Sample","Found in Sample: [S10] F1: 131, Sample",# Protein Groups,Modifications
FALSE,High,Master Protein,Q9Y697,"Cysteine desulfurase, mitochondrial OS=Homo sapiens OX=9606 GN=NFS1 PE=1 SV=3",0,FALSE,75.672,32,14,17,14,457,50.2,8.31,59.65,14,cell organization and biogenesis;metabolic process,cytoplasm;cytosol;mitochondrion;nucleus;organelle lumen,catalytic activity;metal ion binding;protein binding,"Pf00266, Pf01212",9054,ENSG00000244005.12,20,,NFS1,Sulfur relay system; Thiamine metabolism; Metabolic pathways,Mitochondrial iron-sulfur cluster biogenesis,5,0,4019.7,4356.8,4334.8,3809.9,3220.1,2941.9,2876.7,2997.6,3168.9,2748.6,4019.7,3037.6,3160.1,3465.3,1264.8,966,889.1,611.6,293.9,193.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8NFH4,Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1,0,FALSE,75.663,43,13,24,13,326,36.7,5.92,77.5,13,cell division;cell organization and biogenesis;metabolic process;regulation of biological process;transport,chromosome;cytosol;nucleus,protein binding,Pf00400,79023,ENSG00000075188.8,12,,NUP37,RNA transport,Rev-mediated nuclear export of HIV RNA; ISG15 antiviral mechanism; NEP/NS2 Interacts with the Cellular Export Machinery; Separation of Sister Chromatids; tRNA processing in the nucleus; Transcriptional regulation by small RNAs; Nuclear Pore Complex (NPC) Disassembly; Regulation of Glucokinase by Glucokinase Regulatory Protein; Vpr-mediated nuclear import of PICs; Regulation of HSF1-mediated heat shock response; snRNP Assembly; SUMOylation of DNA replication proteins; Transport of the SLBP independent Mature mRNA; SUMOylation of RNA binding proteins; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Viral Messenger RNA Synthesis; SUMOylation of chromatin organization proteins; Nuclear import of Rev protein;  NS1 Mediated Effects on Host Pathways; Transport of Mature mRNA Derived from an Intronless Transcript; Transport of the SLBP Dependant Mature mRNA; Resolution of Sister Chromatid Cohesion; Transport of Ribonucleoproteins into the Host Nucleus; RHO GTPases Activate Formins; Transport of Mature mRNA derived from an Intron-Containing Transcript; SUMOylation of DNA damage response and repair proteins,77,0,5137.3,5852.1,6029.1,5250.1,6510.6,6542.5,5386.7,3835,2901.8,2916.9,5137.3,4080.1,4395.3,4775.3,2557.2,2148.4,1664.9,782.5,269.2,205.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,0,FALSE,75.645,44,13,24,13,224,25.2,9.28,75.21,13,metabolic process,cytoplasm;nucleus,catalytic activity;protein binding;receptor activity;RNA binding,Pf00254,2287,ENSG00000100442.10,14,,FKBP3,,,0,0,3438.4,3645.8,3818.3,3417.1,4029.4,4632.7,5022.2,4416.3,4796.8,5538.6,3438.4,2541.9,2783.6,3108.1,1582.7,1521.3,1552.2,901.1,444.9,389.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q5JVF3,PCI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PCID2 PE=1 SV=2,0,FALSE,75.47,47,17,24,17,399,46,8.53,68.98,17,cell organization and biogenesis;metabolic process;regulation of biological process;transport,,DNA binding;protein binding;RNA binding,Pf01399,55795,ENSG00000126226.21,13,,PCID2,,,0,0,4655.9,5007.1,4984.1,4047.5,2596.3,2485.1,2302.3,3161.9,3391.4,3864.1,4655.9,3491,3633.5,3681.4,1019.8,816,711.6,645.1,314.6,271.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,S4R3N1,HSPE1-MOB4 readthrough OS=Homo sapiens OX=9606 GN=HSPE1-MOB4 PE=3 SV=1,0,FALSE,75.299,42,13,47,4,261,29.7,6.16,122.84,13,metabolic process,cytoplasm,nucleotide binding,"Pf00166, Pf03637",100529241,ENSG00000270757.1,2,,HSPE1-MOB4,,,0,0,662.8,652.8,728.4,663.6,847.2,907.2,1065.7,1006,1017.7,693.4,662.8,455.1,531,603.6,332.8,297.9,329.4,205.3,94.4,48.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P08865,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4,0,FALSE,75.212,33,9,23,9,295,32.8,4.87,95.21,9,cell organization and biogenesis;metabolic process;transport,cytoplasm;cytosol;membrane;nucleus;ribosome,protein binding;receptor activity;RNA binding;structural molecule activity,Pf00318,3921,ENSG00000168028.13,3,Cytoplasmic Ribosomal Proteins,RPSA,Ribosome,"Peptide chain elongation; Eukaryotic Translation Termination; Viral mRNA Translation; Formation of the ternary complex, and subsequently, the 43S complex; L13a-mediated translational silencing of Ceruloplasmin expression; Selenocysteine synthesis; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); GTP hydrolysis and joining of the 60S ribosomal subunit; Ribosomal scanning and start codon recognition; Major pathway of rRNA processing in the nucleolus and cytosol; Regulation of expression of SLITs and ROBOs; Translation initiation complex formation; Formation of a pool of free 40S subunits; SRP-dependent cotranslational protein targeting to membrane",38,0,3524.1,2374.1,2814,3148.6,3392,3904.4,4010.6,1986,1692.8,1589.1,3524.1,1655.2,2051.4,2863.9,1332.3,1282.1,1239.6,405.2,157,111.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P13929,Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5,0,FALSE,75.096,34,10,49,3,434,47,7.71,183.52,10,metabolic process,cytoplasm;cytosol;membrane,catalytic activity;metal ion binding,"Pf00113, Pf03952, Pf13378",2027,ENSG00000108515.17,17,Glycolysis and Gluconeogenesis,ENO3,Metabolic pathways; HIF-1 signaling pathway; RNA degradation; Carbon metabolism; Biosynthesis of amino acids; Glycolysis / Gluconeogenesis,Gluconeogenesis; Glycolysis,12,0,1123.8,1716.1,1732.1,1445.4,1996.7,2087.4,1999.2,1883.5,2112.6,1036.7,1123.8,1196.5,1262.7,1314.6,784.3,685.4,617.9,384.3,196,72.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,0,FALSE,74.978,45,15,20,13,404,45.5,5.07,56.32,15,coagulation;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,"Pf00027, Pf02197",5576,ENSG00000114302.15,3,miRs in Muscle Cell Differentiation; Myometrial Relaxation and Contraction Pathways; G Protein Signaling Pathways; TGF-beta Signaling Pathway; Calcium Regulation in the Cardiac Cell; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,PRKAR2A,Insulin signaling pathway,DARPP-32 events; ROBO receptors bind AKAP5; Glucagon-like Peptide-1 (GLP1) regulates insulin secretion; Hedgehog 'off' state; Vasopressin regulates renal water homeostasis via Aquaporins; Factors involved in megakaryocyte development and platelet production; Signaling by GPCR; PKA activation in glucagon signalling; PKA activation,37,2,2751.1,2813.1,2372,2301.6,1787.9,1642.1,1392.6,4144.9,3169.6,1840.8,2751.1,1961.3,1729.2,2093.5,702.3,539.2,430.4,845.7,294,129.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P46108,Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2,0,FALSE,74.945,52,16,22,16,304,33.8,5.55,79.97,16,cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,protein binding,"Pf00017, Pf00018, Pf07653, Pf14604",1398,ENSG00000167193.7,17,Integrin-mediated Cell Adhesion; B Cell Receptor Signaling Pathway; Kit receptor signaling pathway; Focal Adhesion; Signaling of Hepatocyte Growth Factor Receptor; Rac1/Pak1/p38/MMP-2 pathway; MAPK Signaling Pathway; VEGFA-VEGFR2 Signaling Pathway; Angiopoietin Like Protein 8 Regulatory Pathway; Chemokine signaling pathway; EGF/EGFR Signaling Pathway; Insulin Signaling; Regulation of Actin Cytoskeleton; Interferon type I signaling pathways; ErbB Signaling Pathway; T-Cell antigen Receptor (TCR)  Signaling Pathway,CRK,Neurotrophin signaling pathway; Bacterial invasion of epithelial cells; MicroRNAs in cancer; Focal adhesion; ErbB signaling pathway; Shigellosis; Rap1 signaling pathway; Fc gamma R-mediated phagocytosis; Chronic myeloid leukemia; Regulation of actin cytoskeleton; Insulin signaling pathway; Renal cell carcinoma; MAPK signaling pathway; Chemokine signaling pathway; Pathways in cancer,"VEGFA-VEGFR2 Pathway; ARMS-mediated activation; MET activates RAP1 and RAC1; Downstream signal transduction; p130Cas linkage to MAPK signaling for integrins; MET receptor recycling; Regulation of signaling by CBL; PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases; Regulation of actin dynamics for phagocytic cup formation",63,0,4083.6,4265.5,4474.7,4326.4,5960.3,5842.3,5774,5465.7,4042.6,3403.8,4083.6,2973.9,3262.1,3935.1,2341.1,1918.4,1784.6,1115.2,375,239.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P23368,"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1",0,FALSE,74.904,32,17,25,17,584,65.4,7.61,67.66,17,metabolic process;regulation of biological process,mitochondrion;organelle lumen,catalytic activity;metal ion binding;nucleotide binding,"Pf00390, Pf03949",4200,ENSG00000082212.12,18,,ME2,Carbon metabolism; Pyruvate metabolism,,2,0,3557,3703.1,4006,3956.2,3644.8,3592.8,3704.5,4038.8,3577.9,2787.4,3557,2581.8,2920.5,3598.4,1431.6,1179.8,1144.9,824.1,331.9,196,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6NLN1,"Polypyrimidine tract binding protein 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=4",0,FALSE,74.903,28,11,23,10,527,56.5,9.38,83.16,11,metabolic process;regulation of biological process;response to stimulus,membrane;nucleus,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",5725,ENSG00000011304.19,19,mir-124 predicted interactions with cell cycle and differentiation; mRNA Processing,PTBP1,,,2,1,4723.1,4758.4,4316,4210,2301.4,2748.4,2665.4,2428.8,3075.5,2660.9,4723.1,3317.5,3146.4,3829.3,903.9,902.5,823.8,495.6,285.3,187.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A087WVM4,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1",0,FALSE,74.623,18,15,23,14,913,99.2,7.27,63.28,15,metabolic process,membrane;mitochondrion;organelle lumen,catalytic activity;nucleotide binding;protein binding,"Pf00763, Pf01268, Pf02882",25902,ENSG00000120254.15,6,One Carbon Metabolism; Trans-sulfuration and one carbon metabolism,MTHFD1L,,,2,0,4860.8,5024.2,3890.1,3913.4,2304.4,2406.5,2572.2,3002.2,3079.4,2473.9,4860.8,3502.9,2836,3559.4,905.1,790.2,795,612.6,285.6,174,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P13693,Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1,0,FALSE,74.421,50,10,34,10,172,19.6,4.93,108.91,10,cell differentiation;cellular homeostasis;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;nucleus,metal ion binding;protein binding;RNA binding,Pf00838,7178,ENSG00000133112.16,13,,TPT1,,,0,0,7107,7197.3,7845.1,7790.9,8296.3,8539.9,7321.2,6440.3,7714.9,9323.4,7107,5018,5719.2,7086.3,3258.6,2804.3,2262.8,1314.1,715.6,655.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,K7ES25,Xaa-Pro dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3,0,FALSE,74.412,31,15,21,15,512,56.5,6.25,66.07,15,,,,,,,,,,,,0,0,4447.7,4819,4938.8,4527.1,5514.5,5625.9,4503,4256.4,3706.8,3499.7,4447.7,3359.8,3600.5,4117.7,2166,1847.4,1391.7,868.5,343.8,246.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O75312,Zinc finger protein ZPR1 OS=Homo sapiens OX=9606 GN=ZPR1 PE=1 SV=1,0,FALSE,74.291,50,17,21,17,459,50.9,4.73,66.82,17,cell death;cell differentiation;cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus,cytoplasm;nucleus,metal ion binding;protein binding,Pf03367,8882,ENSG00000109917.10,11,,ZNF259; ZPR1,,,0,0,4218.4,4225.9,4301,4391.2,4788.5,5109,5408.7,4413.5,4347.6,4318.6,4218.4,2946.3,3135.5,3994.1,1880.8,1677.7,1671.7,900.5,403.3,303.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,H3BNC9,Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2,0,FALSE,74.28,15,10,19,10,584,64.5,8.78,64.75,10,,,,,,,,,,,,0,0,4138.7,2728.7,2800.2,3076.2,2895.2,3617.2,3860.8,1850.4,1779,1652.7,4138.7,1902.4,2041.4,2798,1137.2,1187.8,1193.3,377.6,165,116.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O75347,Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3,0,FALSE,74.279,70,13,29,13,108,12.8,5.29,99.69,13,cell organization and biogenesis;metabolic process,cytoplasm;cytoskeleton,protein binding;RNA binding,Pf02970,6902,ENSG00000171530.13,5,,TBCA,,Post-chaperonin tubulin folding pathway,3,0,8369.8,9738.2,9380.1,10075.1,13381.3,13346.5,18190.4,22695.8,31960.1,30844.6,8369.8,6789.5,6838.2,9163.9,5255.9,4382.6,5622.1,4630.8,2964.6,2169.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A1B0GUS4,Ubiquitin-conjugating enzyme E2 L5 OS=Homo sapiens OX=9606 GN=UBE2L5 PE=2 SV=1,0,FALSE,74.275,66,12,26,1,154,17.9,7.84,81.31,12,metabolic process;transport,,catalytic activity;nucleotide binding,"Pf00179, Pf05743, Pf14461",171222,ENSG00000236444.4,13,,UBE2L5P; UBE2L5,,,0,0,25,32.6,33.5,26.4,42.5,30.8,36.7,43.2,72.1,120.7,25,22.8,24.4,24,16.7,10.1,11.4,8.8,6.7,8.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,E9PFR3,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1,0,FALSE,74.117,27,15,27,12,594,69.1,8.13,90.65,15,regulation of biological process;response to stimulus,,enzyme regulator activity,Pf01603,,ENSG00000112640.14,6,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,,,1,3,5633.7,6161.7,6240,5566.7,5098.6,3325.2,2590,2926.1,2766.2,3530.4,5633.7,4295.9,4549.1,5063.2,2002.6,1091.9,800.5,597,256.6,248.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q92696,Geranylgeranyl transferase type-2 subunit alpha OS=Homo sapiens OX=9606 GN=RABGGTA PE=1 SV=2,0,FALSE,73.996,33,17,23,17,567,65,5.67,68.92,17,cell organization and biogenesis;metabolic process;regulation of biological process,cytosol;membrane,catalytic activity;metal ion binding;protein binding,"Pf01239, Pf07711, Pf12799, Pf13855, Pf14580",5875,ENSG00000100949.14,14,,RABGGTA,,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain; RAB geranylgeranylation,9,0,3209.5,3305,3614.5,3244.6,3690.7,3579.4,2697.1,2358.1,3472.5,2877.3,3209.5,2304.3,2635,2951.2,1449.6,1175.4,833.6,481.1,322.1,202.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BRP8,Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1 PE=1 SV=1,0,FALSE,73.867,54,13,17,13,204,22.6,9.45,57.05,13,cell organization and biogenesis;metabolic process;regulation of biological process,cytoplasm;cytosol;nucleus,protein binding;RNA binding,Pf09282,84305,ENSG00000170473.16,12,,WIBG; PYM1,RNA transport; mRNA surveillance pathway,,2,0,1652.7,1793.3,1713.4,1999.9,2364.2,2539.3,2900.9,2968.4,3848.1,4476.9,1652.7,1250.3,1249.1,1819.1,928.6,833.8,896.6,605.7,356.9,314.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,0,FALSE,73.8,75,16,27,16,194,22.1,10.1,83.28,16,cell organization and biogenesis;metabolic process;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;membrane;nucleus;ribosome,protein binding;RNA binding;structural molecule activity,Pf01251,6201,ENSG00000171863.12,2,Cytoplasmic Ribosomal Proteins,RPS7,Ribosome,"Peptide chain elongation; Eukaryotic Translation Termination; Viral mRNA Translation; Formation of the ternary complex, and subsequently, the 43S complex; L13a-mediated translational silencing of Ceruloplasmin expression; Selenocysteine synthesis; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); GTP hydrolysis and joining of the 60S ribosomal subunit; Ribosomal scanning and start codon recognition; rRNA modification in the nucleus and cytosol; Major pathway of rRNA processing in the nucleolus and cytosol; Regulation of expression of SLITs and ROBOs; Translation initiation complex formation; Formation of a pool of free 40S subunits; SRP-dependent cotranslational protein targeting to membrane",39,0,8191.1,5803.6,6094,8286.6,8063.8,11703.1,10160.5,4599.8,4309.8,4619,8191.1,4046.3,4442.6,7537.2,3167.3,3843,3140.3,938.5,399.8,324.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,K7ER00,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=1,0,FALSE,73.786,35,18,29,18,548,62.4,7.84,82.17,18,metabolic process;regulation of biological process,cytoplasm,catalytic activity;nucleotide binding;RNA binding,"Pf00152, Pf01409, Pf08279, Pf12802, Pf13463",,ENSG00000179115.10,19,,,,,0,0,7236.2,4881.5,5006.2,5750.7,3215.7,3090.9,3292,3276.1,3914.1,4315.1,7236.2,3403.4,3649.6,5230.6,1263,1015,1017.5,668.5,363.1,303.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P08727,"Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",0,FALSE,73.722,37,18,37,9,400,44.1,5.14,96.19,18,cell death;cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus,cytoskeleton;cytosol;membrane,protein binding;structural molecule activity,Pf00038,3880,ENSG00000171345.13,17,,KRT19,,Formation of the cornified envelope,3,0,1840.7,1509.7,1358.2,1582,1593.6,2787.4,1515.9,1471,1868.1,2254.1,1840.7,1052.6,990.1,1438.9,625.9,915.3,468.5,300.1,173.3,158.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O60502,Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2,0,FALSE,73.688,26,20,23,20,916,102.8,4.91,59.53,20,metabolic process,cytoplasm;cytosol;membrane;nucleus,catalytic activity,Pf07555,10724,ENSG00000198408.13,10,,MGEA5,Insulin resistance,,1,0,2794.9,3234.4,2995.4,3145,3419.8,3512.5,3115.1,2470.2,2224,2356.9,2794.9,2255,2183.7,2860.6,1343.2,1153.4,962.8,504,206.3,165.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P55084,"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",0,FALSE,73.551,41,19,29,19,474,51.3,9.41,80.85,19,metabolic process,endoplasmic reticulum;membrane;mitochondrion,catalytic activity;protein binding;RNA binding,"Pf00108, Pf00109, Pf02803",3032,ENSG00000138029.13,2,Fatty Acid Beta Oxidation; Valproic acid pathway; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,HADHB,"Fatty acid metabolism; Metabolic pathways; Fatty acid degradation; Valine, leucine and isoleucine degradation; Fatty acid elongation",Beta oxidation of hexanoyl-CoA to butanoyl-CoA; Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA; Beta oxidation of palmitoyl-CoA to myristoyl-CoA; Beta oxidation of myristoyl-CoA to lauroyl-CoA; Acyl chain remodeling of CL; Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA; mitochondrial fatty acid beta-oxidation of unsaturated fatty acids; Beta oxidation of octanoyl-CoA to hexanoyl-CoA,23,0,7955.7,6928.8,6437.8,6873.1,6135.5,5488.9,4830.5,4187.7,3822.5,5030.4,7955.7,4830.8,4693.3,6251.5,2409.9,1802.4,1493,854.5,354.6,353.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NX58,Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2,0,FALSE,73.548,36,15,24,15,379,43.6,9.54,69.36,15,,nucleus,metal ion binding;protein binding;RNA binding,Pf08790,55646,,4,,LYAR,,,0,0,5968.2,3985.4,4340,6847.2,5914.1,8300.8,11626.8,5768.5,3518,3786.3,5968.2,2778.7,3163.9,6228,2322.9,2725.7,3593.5,1177,326.3,266.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P69891,Hemoglobin subunit gamma-1 OS=Homo sapiens OX=9606 GN=HBG1 PE=1 SV=2,0,FALSE,73.321,65,10,23,1,147,16.1,7.2,82.21,10,coagulation;transport,cytosol,metal ion binding;transporter activity,"Pf00042, Pf06133",3047,,11,,HBG1,,Factors involved in megakaryocyte development and platelet production,2,9,3690.6,3093.7,3483.1,3045,2602.9,2815.1,2847.5,2585.4,1790.6,1782.1,3690.6,2156.9,2539.2,2769.6,1022.4,924.4,880.1,527.5,166.1,125.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O75223,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1,0,FALSE,73.309,57,12,23,12,188,21,5.14,76.58,12,cell organization and biogenesis;metabolic process,cytosol,catalytic activity;protein binding,"Pf06094, Pf13772",79017,ENSG00000006625.17,7,,GGCT,Glutathione metabolism,Glutathione synthesis and recycling,6,0,6303,6989,7310.3,8479.5,9085.9,10950.3,11388.3,19520.4,5841.8,5538.6,6303,4872.7,5329.3,7712.6,3568.8,3595.8,3519.8,3982.9,541.9,389.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O43488,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3,0,FALSE,73.27,38,11,19,11,359,39.6,7.17,60.05,11,metabolic process,cytoplasm;cytosol;Golgi,catalytic activity;protein binding,Pf00248,8574,ENSG00000053371.12,1,Aflatoxin B1 metabolism; Metapathway biotransformation,AKR7A2,Metabolism of xenobiotics by cytochrome P450,Aflatoxin activation and detoxification,6,0,4115.1,4285.1,4310.4,3844.6,2683.6,1852.4,1824.8,1648.5,2018.5,1934.2,4115.1,2987.6,3142.4,3496.9,1054.1,608.3,564,336.4,187.2,136,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2,0,FALSE,73.112,19,21,27,21,1150,132.7,5.76,76.48,21,cell death;metabolic process;regulation of biological process,cytoplasm,DNA binding;protein binding;RNA binding,"Pf02037, Pf14443, Pf14444",55749,ENSG00000060339.13,10,,CCAR1,,mRNA Splicing - Major Pathway,4,0,5535.5,6428.4,5788.5,5970,5184.1,4994.2,4557.5,4024.4,3901.8,4778.9,5535.5,4481.9,4219.9,5430.1,2036.2,1640,1408.6,821.1,361.9,336.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6UWP8,Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2,0,FALSE,73.109,40,12,16,12,590,60.5,7.01,62.75,12,,extracellular,,,374897,ENSG00000189001.10,19,,SBSN,,,0,0,826,940.3,1305.7,1785.5,891.4,1064.1,1423.7,6415.1,2581.6,2055.3,826,655.6,951.9,1624,350.1,349.4,440,1308.9,239.5,144.5,High,High,High,High,High,High,High,High,High,High,1,
